Product Name,Price,Product Link
Shredded Wheat Apricot Wheats 450g,"now
£2.00",https://groceries.asda.com/product/wheat-biscuits-mini-wheats/shredded-wheat-apricot-wheats-450-g/1000383231347
Wheat Crunchies Crispy Bacon Multipack Crisps,"now
£1.50",https://groceries.asda.com/product/small-multipack-crisps-4-8-packs/wheat-crunchies-crispy-bacon-multipack-crisps/1000159248346
Honey Monster Wheat Puffs,"now
£3.50",https://groceries.asda.com/product/family-cereals/honey-monster-wheat-puffs/1000071585211
ASDA Asda 8 Tortillas Wheat & Corn 320g,"now
£1.40",https://groceries.asda.com/product/tortillas-tacos-rice/asda-asda-8-tortillas-wheat-corn-320-g/910001814549
Hula Hoops Puft Salted Multipack Crisps,"now
£2.25",https://groceries.asda.com/product/small-multipack-crisps-4-8-packs/hula-hoops-puft-salted-multipack-crisps/910001686891
Weetabix Crispy Minis Caramelised Biscuit 500g,"now
£3.60",https://groceries.asda.com/product/wheat-biscuits-mini-wheats/weetabix-crispy-minis-caramelised-biscuit-500-g/1000383268708
Mission Deli Wheat & White Tortilla Wraps 376g,"now
£1.32",https://groceries.asda.com/product/wraps/mission-deli-wheat-white-tortilla-wraps-376-g/1000192508887
Nestle Shredded Wheat Bitesize,"now
£2.00",https://groceries.asda.com/product/family-cereals/nestle-shredded-wheat-bitesize/1000267584906
Elephant Atta Chakki Gold 100% Whole Wheat,"now
£5.47",https://groceries.asda.com/product/indian-asian-flour/elephant-atta-chakki-gold-100-whole-wheat/1000301161181
"Nestle CERELAC Wheat Based Fortified Baby Cereal with Honey & Wheat, Just Add Water, 12 Months+","now
£9.06",https://groceries.asda.com/product/breakfast-solutions/nestle-cerelac-wheat-based-fortified-baby-cereal-with-honey-wheat-just-add-water-12-months/910000401493
Hoegaarden Belgian Wheat Beer Bottle,"now
£4.98",https://groceries.asda.com/product/speciality-world-craft-beer/hoegaarden-belgian-wheat-beer-bottle/23367504
Cypressa Bulgur Wheat,"now
£1.30",https://groceries.asda.com/product/mediterranean-pasta-grains/cypressa-bulgur-wheat/910001458405
Hoegaarden Belgian Wheat Beer Bottle,"now
£3.78",https://groceries.asda.com/product/speciality-world-craft-beer/hoegaarden-belgian-wheat-beer-bottle/28815
Alpro Almond No Sugars Chilled Drink,"now
£1.43",https://groceries.asda.com/product/oat-nut-drinks/alpro-almond-no-sugars-chilled-drink/910000906754
ASDA Hoisin Duck on a Wheat Wrap,"now
£2.86",https://groceries.asda.com/product/sandwiches-salads-sushi/asda-hoisin-duck-on-a-wheat-wrap/1000383175748
"Nestle CERELAC Wheat Based Fortified Baby Cereal, Just Add Water, 6 Months+","now
£9.06",https://groceries.asda.com/product/porridge-cereals/nestle-cerelac-wheat-based-fortified-baby-cereal-just-add-water-6-months/910000401475
"Nestle CERELAC Wheat Based Fortified Baby Cereal with Mixed Fruits, Just Add Water, 7 Months+","now
£9.06",https://groceries.asda.com/product/porridge-cereals/nestle-cerelac-wheat-based-fortified-baby-cereal-with-mixed-fruits-just-add-water-7-months/910000401807
Blue Moon Belgian White American Craft Wheat Beer,"now
£4.98",https://groceries.asda.com/product/speciality-world-craft-beer/blue-moon-belgian-white-american-craft-wheat-beer/1000044365954
ASDA Chicken & Bacon Caesar on a Wheat Wrap,"now
£2.86",https://groceries.asda.com/product/sandwiches-salads-sushi/asda-chicken-bacon-caesar-on-a-wheat-wrap/1000383175939
Weetabix Protein Crunch Chocolate Cereal,"now
£3.29",https://groceries.asda.com/product/wheat-biscuits-mini-wheats/weetabix-protein-crunch-chocolate-cereal/910001953400
ASDA Southern Fried Chicken on a Wheat Wrap,"now
£2.82",https://groceries.asda.com/product/sandwiches-salads-sushi/asda-southern-fried-chicken-on-a-wheat-wrap/1000383175800
Schar Gluten Free Wholesome Vitality Loaf,"now
£3.00",https://groceries.asda.com/product/gluten-free-food-cupboard/schar-gluten-free-wholesome-vitality-loaf/910002962942
Old El Paso Mexican 8 Regular Super Soft Corn & Wheat Tortilla Wraps,"now
£1.82",https://groceries.asda.com/product/tortillas-tacos-rice/old-el-paso-mexican-8-regular-super-soft-corn-wheat-tortilla-wraps/910000050135
Santa Maria Corn & Wheat Soft Tortillas 320g,"now
£1.80",https://groceries.asda.com/product/tortillas-tacos-rice/santa-maria-corn-wheat-soft-tortillas-320-g/1000383170592
Erdinger Alkoholfrei Low Alcohol Wheat Beer Bottle,"now
£1.64",https://groceries.asda.com/product/no-low-alcohol-beer/erdinger-alkoholfrei-low-alcohol-wheat-beer-bottle/1000009132448
Exceptional by ASDA Wheat Spelt & Rye Boule 400g,"now
£2.00",https://groceries.asda.com/product/bread-rolls/exceptional-by-asda-wheat-spelt-rye-boule-400-g/1000383223642
ASDA Chicken & Bacon Caesar Triple on a Wheat Wrap,"now
£3.18",https://groceries.asda.com/product/sandwiches-salads-sushi/asda-chicken-bacon-caesar-triple-on-a-wheat-wrap/1000383175760
Shreddies The Original,"now
£2.48",https://groceries.asda.com/product/family-cereals/shreddies-the-original/1000267584748
Mission Wheat & White Mini Tortilla Wraps 186g,"now
£1.03",https://groceries.asda.com/product/wraps/mission-wheat-white-mini-tortilla-wraps-186-g/1000383191908
Erdinger Weissbier Wheat Beer 4 x 330ml Bottle,"now
£5.27",https://groceries.asda.com/product/speciality-world-craft-beer/erdinger-weissbier-wheat-beer-4-x-330-ml-bottle/1000383164907
Blue Moon Belgian White American Craft Wheat Beer 330ml,"now
£2.36",https://groceries.asda.com/product/speciality-world-craft-beer/blue-moon-belgian-white-american-craft-wheat-beer-330-ml/1000383253455
Felight Natural Wheat Pellets Non Clumping Cat Litter 10L,"now
£7.00",https://groceries.asda.com/product/cat-litter-accessories/felight-natural-wheat-pellets-non-clumping-cat-litter-10-l/1000383183693
"Cow & Gate Ratatouille, Bulgur Wheat & Chicken from 12 Months 230g","now
£2.00",https://groceries.asda.com/product/trays-kids-meals/cow-gate-ratatouille-bulgur-wheat-chicken-from-12-months-230-g/1000383252713
Daura Damm Gluten-Free Lager Beer,"now
£5.47",https://groceries.asda.com/product/speciality-world-craft-beer/daura-damm-gluten-free-lager-beer/910000276883
Volfas Engelman Blanc Belgian Style Wheat Ale 1 Pint/568ml,"now
£2.51",https://groceries.asda.com/product/eastern-european-snacks-drinks/volfas-engelman-blanc-belgian-style-wheat-ale-1-pint-568-ml/1000383191191
ASDA Malted Wheaties 750g,"now
£1.02",https://groceries.asda.com/product/family-cereals/asda-malted-wheaties-750-g/23711
Alpro Almond No Sugars Long Life Drink,"now
£1.88",https://groceries.asda.com/product/oat-nut-drinks/alpro-almond-no-sugars-long-life-drink/910001285573
ASDA Rice Snaps 375g,"now
£0.78",https://groceries.asda.com/product/family-cereals/asda-rice-snaps-375-g/1000191170610
Alpro Soya Growing Up Long Life Drink,"now
£1.88",https://groceries.asda.com/product/soya-drinks/alpro-soya-growing-up-long-life-drink/910000549724
Alpro Almond Long Life Drink,"now
£1.88",https://groceries.asda.com/product/oat-nut-drinks/alpro-almond-long-life-drink/910000548881
ASDA Red Fruits Special Flakes Cereal,"now
£1.42",https://groceries.asda.com/product/cornflakes-honey-nut/asda-red-fruits-special-flakes-cereal/910001744072
