Product Name,Price,Product Link
Ben's Original Golden Vegetable Microwave Rice,"now
£1.06",https://groceries.asda.com/product/flavoured-microwave-rice/bens-original-golden-vegetable-microwave-rice/1000383175146
ASDA Jasmine Micro Rice 250g,"now
£0.75",https://groceries.asda.com/product/flavoured-microwave-rice/asda-jasmine-micro-rice-250-g/1000140301624
Tilda Pure Basmati Rice,"now
£2.00",https://groceries.asda.com/product/long-grain-basmati-rice/tilda-pure-basmati-rice/910000258504
JUST ESSENTIALS by ASDA Rice Pudding,"now
£0.29",https://groceries.asda.com/product/rice-pudding/just-essentials-by-asda-rice-pudding/910000444314
ASDA Long Grain White Rice 2kg,"now
£2.40",https://groceries.asda.com/product/long-grain-basmati-rice/asda-long-grain-white-rice-2-kg/1000383234843
ASDA Chicken Flavour Savoury Rice 105g,"now
£0.65",https://groceries.asda.com/product/savoury-rice-cous-cous/asda-chicken-flavour-savoury-rice-105-g/1000383237185
ASDA Piri Piri Micro Rice 250g,"now
£0.75",https://groceries.asda.com/product/flavoured-microwave-rice/asda-piri-piri-micro-rice-250-g/1000140301701
Tilda Pilau Rice,"now
£1.00",https://groceries.asda.com/product/pilau-indian-microwavable-rice/tilda-pilau-rice/56724313
Salaam Basmati Rice,"now
£6.17",https://groceries.asda.com/product/indian-asian-rice/salaam-basmati-rice/910000819507
Ben's Original Egg Fried Rice Microwavable Rice,"now
£1.06",https://groceries.asda.com/product/flavoured-microwave-rice/bens-original-egg-fried-rice-microwavable-rice/1000383175195
Veetee Long Grain,"now
£0.94",https://groceries.asda.com/product/long-grain-basmati-microwave-rice/veetee-long-grain/1000288568002
ASDA Golden Vegetable Savoury Rice 105g,"now
£0.70",https://groceries.asda.com/product/savoury-rice-cous-cous/asda-golden-vegetable-savoury-rice-105-g/910001795220
ASDA Long Grain White Rice 500g,"now
£1.00",https://groceries.asda.com/product/long-grain-basmati-rice/asda-long-grain-white-rice-500-g/1000383234829
Ben's Original Mexican Style Microwave Rice,"now
£1.06",https://groceries.asda.com/product/flavoured-microwave-rice/bens-original-mexican-style-microwave-rice/1000383175172
ASDA Chicken & Sweetcorn Flavour Micro Rice 250g,"now
£0.75",https://groceries.asda.com/product/flavoured-microwave-rice/asda-chicken-sweetcorn-flavour-micro-rice-250-g/910002524706
Ben's Original Long Grain Microwave Rice,"now
£0.94",https://groceries.asda.com/product/long-grain-basmati-microwave-rice/bens-original-long-grain-microwave-rice/1000383151202
ASDA Pudding Rice,"now
£1.40",https://groceries.asda.com/product/rice-pudding/asda-pudding-rice/910000474783
Veetee Thai Jasmin 2 Portions,"now
£0.94",https://groceries.asda.com/product/egg-fried-east-asian-microwave-rice/veetee-thai-jasmin-2-portions/1000288568000
Tilda Classics Sticky Rice 250g,"now
£1.00",https://groceries.asda.com/product/pilau-indian-microwavable-rice/tilda-classics-sticky-rice-250-g/1000383170210
Tilda Firecracker Hot Spicy Basmati Rice,"now
£1.25",https://groceries.asda.com/product/egg-fried-east-asian-microwave-rice/tilda-firecracker-hot-spicy-basmati-rice/910003170237
Ben's Original Spicy Mexican Style Microwave Rice,"now
£1.40",https://groceries.asda.com/product/flavoured-microwave-rice/bens-original-spicy-mexican-style-microwave-rice/1000383175097
ASDA Long Grain White Rice 4kg,"now
£4.74",https://groceries.asda.com/product/long-grain-basmati-rice/asda-long-grain-white-rice-4-kg/1000383234837
Batchelors Super Rice Chicken Flavour 90g,"now
£1.00",https://groceries.asda.com/product/savoury-rice-cous-cous/batchelors-super-rice-chicken-flavour-90-g/1000138208615
Ben's Original Peri Peri Microwave Rice,"now
£1.40",https://groceries.asda.com/product/flavoured-microwave-rice/bens-original-peri-peri-microwave-rice/1000383175107
Ben's Original Pilau Microwave Rice,"now
£1.40",https://groceries.asda.com/product/pilau-indian-microwavable-rice/bens-original-pilau-microwave-rice/1000383175099
Ben's Original Smokey BBQ Microwave Rice,"now
£1.40",https://groceries.asda.com/product/flavoured-microwave-rice/bens-original-smokey-bbq-microwave-rice/1000383175088
Ben's Original Tomato & Basil Microwave Rice,"now
£1.40",https://groceries.asda.com/product/flavoured-microwave-rice/bens-original-tomato-basil-microwave-rice/1000383175213
Blue Dragon Coconut Milk,"now
£2.50",https://groceries.asda.com/product/soy-sauce-fish-sauce/blue-dragon-coconut-milk/910001308641
ASDA Coconut Milk 400ml,"now
£0.85",https://groceries.asda.com/product/soy-sauce-fish-sauce/asda-coconut-milk-400-ml/1000383182764
ASDA Water Chestnuts,"now
£1.15",https://groceries.asda.com/product/marinades-ingredients/asda-water-chestnuts/910002208586
Blue Dragon Original Thai Sweet Chilli Sauce,"now
£1.80",https://groceries.asda.com/product/crackers-dipping-sauces/blue-dragon-original-thai-sweet-chilli-sauce/1000052456832
Blue Dragon Hoisin Sauce,"now
£1.80",https://groceries.asda.com/product/crackers-dipping-sauces/blue-dragon-hoisin-sauce/1000052457099
Sharwood's Medium Egg Noodles 226g,"now
£1.38",https://groceries.asda.com/product/noodles/sharwoods-medium-egg-noodles-226-g/1000383190557
Amoy Straight to Wok Medium Noodles,"now
£2.15",https://groceries.asda.com/product/noodles/amoy-straight-to-wok-medium-noodles/910000287601
ASDA Sweet Chilli Sauce,"now
£2.15",https://groceries.asda.com/product/hot-chilli-sauces/asda-sweet-chilli-sauce/1000383147151
Blue Dragon Oyster Sauce,"now
£1.75",https://groceries.asda.com/product/crackers-dipping-sauces/blue-dragon-oyster-sauce/1000052456942
ASDA Bamboo Shoots,"now
£1.00",https://groceries.asda.com/product/marinades-ingredients/asda-bamboo-shoots/910002208749
Ben's Original Sweet and Sour Sauce,"now
£2.16",https://groceries.asda.com/product/far-eastern-cooking-sauces/bens-original-sweet-and-sour-sauce/1000309139328
ASDA Sweet & Sour Cooking Sauce 500g,"now
£1.20",https://groceries.asda.com/product/far-eastern-cooking-sauces/asda-sweet-sour-cooking-sauce-500-g/910000868762
,,https://groceries.asda.com/product/cooking-utensils-food-preparation/george-home-stainless-steel-garlic-press/1000061868254
,,https://groceries.asda.com/product/serveware-tableware/george-home-tongs/1000229763144
,,https://groceries.asda.com/product/cooking-utensils-food-preparation/joie-egg-slicer/1000158056023
,,https://groceries.asda.com/product/cooking-utensils-food-preparation/george-home-can-opener/1000229763102
,,https://groceries.asda.com/product/weighing-scales-timers/george-home-digital-grey-bowl-scale/1000307357508
,,https://groceries.asda.com/product/cooking-utensils-food-preparation/george-home-stainless-steel-potato-ricer/1000001316713
,,https://groceries.asda.com/product/food-mixers-blenders-juicers/george-home-black-hand-blender/1000136120688
,,https://groceries.asda.com/product/weighing-scales-timers/taylors-eye-witness-digital-kitchen-timer/1000310254257
,,https://groceries.asda.com/product/cooking-utensils-food-preparation/george-home-metal-meat-mallet/1000229562752
Ben's Original Boil In Bag Long Grain Rice 8 x 62.5g,"now
£3.15",https://groceries.asda.com/product/long-grain-basmati-rice/bens-original-boil-in-bag-long-grain-rice-8-x-62-5-g/1000309139395
Tilda Pure Original Basmati Rice 5kg,"now
£11.37",https://groceries.asda.com/product/long-grain-basmati-rice/tilda-pure-original-basmati-rice-5-kg/33561
Tilda Brown Wholegrain Basmati Rice,"now
£1.00",https://groceries.asda.com/product/brown-rice-quinoa-grains/tilda-brown-wholegrain-basmati-rice/56724312
ASDA Conchiglie 500g,"now
£0.75",https://groceries.asda.com/product/pasta-tubes-shells-spirals/asda-conchiglie-500-g/390485
Ben's Original Wholegrain Microwave Rice,"now
£0.94",https://groceries.asda.com/product/brown-rice-quinoa-grains/bens-original-wholegrain-microwave-rice/1000383151140
Ben's Original Caribbean Inspired Flavour Microwave Rice,"now
£1.40",https://groceries.asda.com/product/flavoured-microwave-rice/bens-original-caribbean-inspired-flavour-microwave-rice/1000383175177
